,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
13953,370000.0,2,3,2,27,0,0,0,0,0,0,63412.0,159542.0,160885.0,162368.0,165591.0,121614.0,100000.0,6000.0,6000.0,8000.0,4500.0,3000.0,0
13956,70000.0,2,3,1,46,0,0,0,2,2,2,11332.0,12093.0,13891.0,13371.0,14654.0,14271.0,1250.0,2000.0,0.0,1500.0,0.0,600.0,1
13962,30000.0,2,3,1,54,2,2,2,0,0,2,23498.0,26400.0,25682.0,26155.0,27972.0,27374.0,3600.0,0.0,1200.0,2400.0,0.0,2300.0,1
13966,40000.0,2,3,1,55,2,2,7,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13971,230000.0,2,3,1,44,-1,-1,-1,-1,-1,-1,1424.0,6534.0,3733.0,1443.0,1443.0,1435.0,6553.0,3756.0,1443.0,1443.0,1435.0,2965.0,0
13974,120000.0,2,3,1,45,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13979,50000.0,2,3,1,42,0,0,0,0,0,0,50427.0,48115.0,46991.0,47276.0,47870.0,47865.0,6506.0,2607.0,3312.0,13107.0,2648.0,0.0,1
13983,500000.0,1,3,1,49,0,0,0,0,-2,-2,74919.0,70287.0,10546.0,-4729.0,-10505.0,-14433.0,1862.0,1074.0,4753.0,5475.0,3751.0,28598.0,0
13987,50000.0,2,3,2,63,2,2,2,2,0,0,51432.0,50316.0,50866.0,48194.0,47233.0,50224.0,0.0,3600.0,0.0,3000.0,5001.0,2000.0,0
13988,50000.0,1,3,2,38,0,0,0,0,0,0,47350.0,44948.0,40326.0,19576.0,19565.0,19531.0,1772.0,1301.0,835.0,856.0,854.0,672.0,0
13995,400000.0,1,3,2,35,-1,-1,-1,-2,-2,-1,92.0,101.0,-42.0,-42.0,-42.0,1058.0,101.0,0.0,0.0,0.0,1100.0,1100.0,0
13997,90000.0,1,3,1,31,1,2,2,3,5,5,63276.0,61693.0,75670.0,83772.0,83401.0,81487.0,0.0,15000.0,10000.0,1500.0,0.0,1500.0,1
14008,80000.0,2,3,1,26,0,0,0,-1,0,0,76118.0,78451.0,55339.0,25374.0,20054.0,20249.0,4196.0,3569.0,26022.0,504.0,1000.0,133.0,0
14011,450000.0,1,3,1,36,-1,-1,-2,-2,-2,-2,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14012,50000.0,1,3,2,39,0,-1,-1,2,0,0,34390.0,810.0,19009.0,18035.0,18364.0,18670.0,810.0,51000.0,0.0,1000.0,1000.0,1000.0,0
14016,80000.0,1,3,1,38,-1,-1,2,2,-2,-1,197.0,2348.0,1260.0,0.0,0.0,16640.0,4568.0,352.0,0.0,0.0,16640.0,0.0,0
14021,200000.0,2,3,1,40,0,0,0,2,0,0,44600.0,42954.0,44318.0,32010.0,33271.0,34297.0,3000.0,6032.0,0.0,3000.0,3000.0,3000.0,0
14022,30000.0,2,3,1,22,2,2,0,0,0,0,30678.0,29893.0,29086.0,25352.0,25096.0,24920.0,1.0,1957.0,678.0,684.0,776.0,235.0,0
14023,80000.0,2,3,1,51,-2,-2,-2,-2,-2,-2,387.0,2120.0,15094.0,4140.0,747.0,1053.0,2126.0,15094.0,4173.0,747.0,1053.0,0.0,0
14041,230000.0,2,3,1,43,-2,-2,-2,-2,-2,-2,1099.0,2508.0,976.0,416.0,416.0,416.0,2508.0,976.0,416.0,416.0,416.0,416.0,0
14042,110000.0,2,3,2,27,0,0,0,2,0,0,28686.0,32765.0,27864.0,25691.0,28257.0,24161.0,5000.0,7000.0,0.0,10000.0,4161.0,5000.0,1
14046,80000.0,2,3,2,51,0,0,0,0,0,0,77499.0,77838.0,77790.0,80528.0,23567.0,25171.0,3000.0,3013.0,4000.0,2000.0,2000.0,2000.0,0
14065,60000.0,2,3,1,38,0,0,0,0,-1,-1,26583.0,24825.0,23027.0,12947.0,390.0,700.0,1864.0,1206.0,259.0,390.0,700.0,13628.0,0
14067,50000.0,1,3,2,44,0,0,0,0,0,-2,40151.0,38951.0,28984.0,29422.0,0.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0
14070,250000.0,2,3,2,29,-2,-2,-1,-1,-1,-1,686.0,0.0,947.0,7385.0,3806.0,22319.0,0.0,947.0,7385.0,5301.0,46660.0,2964.0,0
14073,50000.0,1,3,2,31,0,0,0,0,0,0,49415.0,49547.0,15464.0,15701.0,12192.0,12515.0,1278.0,1195.0,432.0,443.0,526.0,291.0,0
14077,140000.0,2,3,2,24,0,0,0,0,0,0,126546.0,124926.0,111220.0,75706.0,69278.0,58589.0,4922.0,3910.0,4604.0,4000.0,3000.0,4000.0,0
14089,190000.0,1,3,1,38,0,0,0,0,0,0,94921.0,97397.0,99789.0,102131.0,104491.0,106755.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0
14119,110000.0,1,3,2,49,0,0,0,0,0,0,113928.0,112775.0,110399.0,48532.0,44703.0,47869.0,4915.0,4379.0,12466.0,5000.0,5307.0,5000.0,0
14142,70000.0,2,3,1,45,0,0,0,0,0,0,69877.0,68751.0,69744.0,50190.0,49603.0,49469.0,2600.0,2215.0,2000.0,1800.0,2000.0,2000.0,0
14143,50000.0,2,3,1,25,2,0,0,0,0,-1,49805.0,50654.0,41776.0,17083.0,9412.0,1038.0,2025.0,2062.0,2016.0,1022.0,1388.0,19000.0,1
14146,20000.0,2,3,2,22,-1,-1,-1,-1,-1,-2,390.0,390.0,0.0,780.0,0.0,0.0,390.0,0.0,780.0,0.0,0.0,0.0,0
14149,210000.0,1,3,2,27,-1,-1,-1,-1,0,0,22431.0,2004.0,45408.0,28138.0,6356.0,2900.0,2010.0,45408.0,28138.0,2900.0,0.0,22427.0,0
14151,20000.0,2,3,3,43,1,2,-1,0,-1,-1,4094.0,1683.0,2924.0,1462.0,1462.0,6105.0,0.0,2924.0,0.0,1462.0,6105.0,0.0,0
14156,140000.0,2,3,1,32,0,0,0,0,0,0,88966.0,39565.0,41284.0,45793.0,40782.0,32283.0,3000.0,3000.0,10000.0,1400.0,1660.0,2000.0,0
14163,20000.0,1,3,2,23,-1,0,0,0,0,0,9525.0,16977.0,18546.0,18846.0,18066.0,17463.0,8000.0,2000.0,900.0,0.0,1000.0,0.0,0
14176,60000.0,2,3,1,44,2,0,0,0,0,0,32202.0,29503.0,29538.0,29971.0,29798.0,28679.0,1802.0,1737.0,1170.0,1189.0,1230.0,1100.0,1
14183,500000.0,1,3,1,37,0,0,0,0,0,0,89574.0,91782.0,90989.0,83633.0,84491.0,85522.0,5053.0,6052.0,5038.0,7029.0,8018.0,4022.0,0
14213,20000.0,2,3,1,38,-1,-1,0,0,0,-1,1118.0,12776.0,11417.0,16449.0,6989.0,2021.0,12783.0,1000.0,6782.0,670.0,2021.0,0.0,0
14214,30000.0,2,3,2,50,-1,-1,-2,-2,-2,-2,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14221,10000.0,1,3,2,34,0,0,0,0,0,0,7165.0,8647.0,9247.0,9431.0,8843.0,9075.0,2000.0,1141.0,325.0,331.0,389.0,1000.0,0
14225,50000.0,1,3,2,29,2,2,3,3,3,3,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14230,70000.0,2,3,1,47,0,0,0,0,0,0,70798.0,69923.0,66375.0,63639.0,64973.0,66391.0,2500.0,2350.0,2300.0,2360.0,2500.0,2300.0,1
14257,90000.0,2,3,2,25,0,0,0,0,0,0,74818.0,57334.0,49899.0,37251.0,33061.0,30869.0,2400.0,1502.0,2006.0,1500.0,1500.0,1500.0,0
14259,30000.0,2,3,2,51,-1,-1,-1,-1,-1,-2,770.0,-10.0,390.0,3797.0,0.0,0.0,0.0,400.0,3797.0,0.0,0.0,0.0,0
14261,20000.0,1,3,1,57,-1,-1,-1,-1,0,0,390.0,390.0,390.0,21515.0,2942.0,0.0,390.0,390.0,10728.0,59.0,0.0,0.0,1
14280,140000.0,1,3,1,38,2,2,2,2,2,2,110674.0,131306.0,127701.0,135551.0,135859.0,134687.0,22500.0,0.0,10000.0,2600.0,2300.0,5300.0,1
14286,280000.0,1,3,1,47,-1,-1,-2,-2,-1,-1,2479.0,3554.0,4746.0,2377.0,2390.0,3504.0,3564.0,4792.0,2384.0,2393.0,3524.0,2851.0,0
14291,20000.0,1,3,2,23,-1,-1,-1,0,0,0,1706.0,6354.0,6849.0,4113.0,3910.0,2547.0,6394.0,6849.0,82.0,78.0,51.0,16522.0,0
14295,80000.0,2,3,1,25,-1,-1,2,-1,-1,-1,550.0,1606.0,1422.0,2685.0,1395.0,2896.0,1606.0,4.0,2693.0,1395.0,2906.0,0.0,0
14297,20000.0,1,3,1,25,0,0,0,0,0,0,15706.0,16849.0,17285.0,18683.0,9121.0,14374.0,1700.0,1110.0,1500.0,500.0,300.0,150.0,0
14301,50000.0,1,3,3,58,0,0,0,0,0,0,46199.0,47179.0,47445.0,17945.0,18165.0,18557.0,2023.0,1289.0,789.0,659.0,694.0,623.0,0
14305,160000.0,1,3,1,42,1,-1,-1,-2,-1,0,0.0,1564.0,-436.0,-436.0,436.0,436.0,1564.0,0.0,0.0,872.0,0.0,0.0,0
14307,500000.0,2,3,2,49,0,0,0,0,0,0,207406.0,207479.0,211508.0,223660.0,228014.0,223940.0,15000.0,10000.0,23660.0,20000.0,13940.0,26542.0,0
14315,50000.0,1,3,1,48,-1,0,0,0,0,0,50899.0,50527.0,50375.0,46952.0,50343.0,48831.0,2000.0,2000.0,2000.0,5001.0,5000.0,5021.0,0
14330,150000.0,2,3,1,46,2,2,2,2,2,0,11164.0,11713.0,11759.0,12453.0,12147.0,12254.0,1000.0,500.0,850.0,0.0,400.0,400.0,1
14345,30000.0,1,3,2,28,1,2,2,2,0,0,25554.0,28031.0,28345.0,27591.0,28218.0,29880.0,3204.0,1068.0,0.0,1068.0,2136.0,600.0,1
14351,440000.0,1,3,1,38,2,-1,2,-1,-1,-1,775.0,1550.0,775.0,775.0,925.0,775.0,1551.0,1.0,776.0,926.0,776.0,776.0,1
14353,30000.0,2,3,2,28,0,0,0,0,-1,-1,25354.0,24826.0,25412.0,21658.0,980.0,55.0,1650.0,1200.0,1000.0,1000.0,55.0,0.0,0
14366,130000.0,1,3,1,56,-1,-1,-1,0,-1,-1,582.0,0.0,582.0,291.0,441.0,441.0,0.0,582.0,0.0,441.0,441.0,291.0,1
14374,160000.0,1,3,2,42,0,0,2,2,2,2,43753.0,46869.0,45856.0,48818.0,49640.0,48737.0,4100.0,0.0,4000.0,1700.0,0.0,2000.0,0
14376,30000.0,1,3,1,47,2,2,2,2,2,2,19150.0,19149.0,23888.0,24337.0,23725.0,0.0,600.0,5229.0,1000.0,0.0,0.0,0.0,0
14377,310000.0,2,3,1,31,0,0,0,0,0,0,214190.0,178194.0,140681.0,104855.0,77242.0,74165.0,9000.0,6005.0,5017.0,3000.0,4000.0,3000.0,0
14378,50000.0,1,3,2,26,2,0,0,2,2,2,41827.0,42650.0,45930.0,44891.0,47654.0,48721.0,1800.0,4000.0,0.0,3500.0,2000.0,0.0,1
14379,160000.0,1,3,2,35,0,0,0,0,0,0,38486.0,39217.0,40537.0,41030.0,41891.0,43196.0,1652.0,1972.0,1465.0,1519.0,2000.0,1592.0,0
14382,20000.0,1,3,2,25,0,0,-1,-1,-1,-1,3556.0,3271.0,798.0,798.0,798.0,408.0,1481.0,798.0,798.0,798.0,408.0,1188.0,0
14384,140000.0,2,3,1,25,-2,-2,-2,-2,-2,-2,76910.0,22972.0,28336.0,30281.0,38339.0,80792.0,1994.0,18002.0,3001.0,9004.0,45117.0,40158.0,0
14388,50000.0,1,3,2,22,0,0,0,0,0,0,45803.0,46696.0,15287.0,7694.0,7921.0,8041.0,2400.0,1123.0,500.0,500.0,400.0,500.0,0
14391,260000.0,2,3,2,33,0,0,-2,-2,-2,-1,7571.0,3563.0,2786.0,-14.0,-14.0,12074.0,1000.0,2786.0,14.0,0.0,12088.0,2021.0,0
14393,30000.0,1,3,2,42,1,2,0,0,0,0,13347.0,12843.0,13850.0,14125.0,14423.0,14516.0,0.0,1227.0,502.0,522.0,521.0,521.0,1
14403,290000.0,1,3,2,43,-2,-2,-1,0,0,0,170823.0,174650.0,123514.0,125973.0,128608.0,127976.0,8050.0,123514.0,4274.0,4426.0,4859.0,5407.0,0
14406,30000.0,2,3,1,55,0,0,0,0,0,0,27381.0,27803.0,28170.0,9515.0,780.0,0.0,1633.0,1000.0,1190.0,0.0,0.0,0.0,0
14410,10000.0,1,3,2,24,1,3,2,3,2,0,5530.0,5792.0,6050.0,5808.0,5569.0,5876.0,500.0,500.0,0.0,0.0,400.0,364.0,1
14416,20000.0,1,3,2,48,0,0,0,0,2,0,5861.0,6728.0,7739.0,8339.0,8061.0,8221.0,1119.0,1130.0,730.0,0.0,294.0,305.0,0
14423,50000.0,2,3,1,24,-1,-1,2,0,-1,-1,18965.0,21647.0,20731.0,13555.0,2338.0,41191.0,3000.0,15.0,587.0,2338.0,41191.0,18957.0,0
14436,50000.0,2,3,1,50,0,0,0,0,0,0,48173.0,28233.0,28610.0,28808.0,29403.0,20260.0,2235.0,1612.0,1200.0,1057.0,871.0,897.0,0
14438,30000.0,2,3,2,31,-1,-1,-1,-1,-1,-2,5477.0,7314.0,2970.0,2587.0,0.0,0.0,8011.0,2970.0,2587.0,0.0,0.0,0.0,0
14451,20000.0,1,3,1,52,-1,-1,-1,-1,-1,-1,2912.0,390.0,780.0,780.0,780.0,390.0,390.0,780.0,780.0,780.0,390.0,780.0,0
14454,150000.0,2,3,2,40,0,-1,-1,0,-1,0,95943.0,1473.0,1863.0,390.0,772.0,382.0,32153.0,1863.0,0.0,772.0,0.0,398.0,1
14458,300000.0,2,3,1,32,0,0,0,0,0,-2,15003.0,14469.0,15200.0,18000.0,0.0,0.0,1469.0,1200.0,3000.0,0.0,0.0,0.0,0
14464,500000.0,2,3,1,36,0,0,0,0,0,0,70016.0,70837.0,63488.0,32050.0,46393.0,35207.0,2568.0,2000.0,1285.0,15000.0,1520.0,6994.0,0
14486,110000.0,1,3,1,45,0,0,0,0,0,0,66820.0,36002.0,37484.0,38935.0,40633.0,41393.0,4400.0,3900.0,3900.0,4000.0,3100.0,1600.0,0
14489,50000.0,1,3,1,41,1,2,2,0,0,0,85579.0,78993.0,69424.0,64201.0,58110.0,57337.0,3023.0,23.0,4023.0,2523.0,7926.0,102.0,0
14495,360000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,9152.0,6329.0,21830.0,5469.0,9057.0,312.0,6361.0,22236.0,5682.0,9147.0,313.0,6548.0,0
14508,230000.0,2,3,2,26,0,0,0,0,0,0,14361.0,15491.0,16190.0,11849.0,11826.0,6248.0,1369.0,1068.0,306.0,457.0,348.0,500.0,0
14510,50000.0,1,3,1,52,1,2,2,0,0,2,7839.0,8761.0,8472.0,8641.0,9298.0,9000.0,1200.0,0.0,310.0,797.0,0.0,333.0,0
14518,20000.0,1,3,1,42,2,2,2,-2,-2,-2,13053.0,4078.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1
14528,180000.0,2,3,2,25,0,0,0,0,0,0,120583.0,97341.0,87773.0,89547.0,91639.0,93991.0,3507.0,3201.0,3200.0,3500.0,4000.0,3704.0,0
14529,240000.0,1,3,1,38,0,0,0,0,0,0,230131.0,216824.0,219487.0,151295.0,228276.0,233079.0,8500.0,6900.0,6000.0,80000.0,8600.0,9000.0,0
14537,60000.0,1,3,2,29,0,0,0,0,0,0,4511.0,5529.0,6544.0,7093.0,7973.0,9038.0,1096.0,1111.0,660.0,1000.0,1200.0,0.0,1
14538,100000.0,1,3,1,35,0,0,0,0,0,0,96521.0,98728.0,74239.0,75704.0,55704.0,56810.0,3938.0,2515.0,2516.0,4022.0,2032.0,2112.0,0
14561,60000.0,1,3,2,38,0,-1,-1,-1,-1,-1,3059.0,291.0,1131.0,441.0,443.0,732.0,291.0,1131.0,441.0,443.0,580.0,0.0,0
14569,20000.0,2,3,1,61,2,2,2,2,0,0,2730.0,5461.0,6218.0,5970.0,8945.0,9896.0,2800.0,1000.0,0.0,3100.0,1100.0,0.0,1
14571,30000.0,2,3,1,53,0,0,0,0,-1,0,30587.0,29462.0,28068.0,23362.0,29837.0,30357.0,1700.0,1288.0,982.0,32000.0,2000.0,1436.0,0
14574,20000.0,1,3,1,37,0,-1,-1,-1,-1,-1,1439.0,1251.0,390.0,390.0,370.0,-20.0,1251.0,400.0,390.0,370.0,0.0,800.0,0
14580,130000.0,2,3,1,48,0,0,0,0,0,0,46206.0,46396.0,43812.0,42132.0,44190.0,44636.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0
14583,60000.0,2,3,1,43,2,2,-2,-2,-2,-1,4703.0,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,992.0,14000.0,1
14587,130000.0,1,3,3,40,2,0,0,0,0,0,88222.0,88288.0,84822.0,85970.0,86644.0,87576.0,3515.0,3107.0,5003.0,3203.0,3456.0,4000.0,0
14590,30000.0,2,3,1,28,0,0,0,0,0,0,17897.0,18944.0,19698.0,17855.0,13784.0,6616.0,1342.0,1096.0,514.0,1021.0,151.0,1077.0,0
14593,80000.0,2,3,1,44,0,0,2,0,0,0,80808.0,81615.0,79075.0,79604.0,78567.0,79810.0,6926.0,0.0,3000.0,3000.0,3300.0,3200.0,0
14601,30000.0,2,3,1,29,-1,-1,-1,0,0,0,3489.0,14926.0,9937.0,8027.0,14709.0,7483.0,14969.0,9942.0,10.0,10022.0,384.0,0.0,0
14602,50000.0,2,3,2,23,0,0,0,0,0,0,47486.0,47963.0,33499.0,19227.0,19334.0,19735.0,1703.0,1304.0,680.0,696.0,717.0,677.0,0
14605,10000.0,1,3,2,25,0,0,0,0,0,0,6892.0,7915.0,10086.0,18714.0,9781.0,9979.0,1294.0,2465.0,500.0,1000.0,500.0,0.0,0
14612,50000.0,1,3,2,23,0,0,0,0,0,0,47104.0,25555.0,16097.0,16337.0,16330.0,16708.0,2000.0,1500.0,800.0,700.0,650.0,700.0,0
14614,10000.0,1,3,2,29,2,2,6,6,6,6,142.0,142.0,142.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14625,10000.0,2,3,1,46,0,0,-2,-2,-1,0,10400.0,0.0,0.0,0.0,1864.0,1720.0,0.0,0.0,0.0,1864.0,50.0,1500.0,0
14627,30000.0,1,3,2,27,0,0,0,0,-1,-1,18556.0,20252.0,22419.0,22075.0,29466.0,28911.0,2000.0,3008.0,5066.0,29572.0,1911.0,1000.0,0
14632,20000.0,1,3,2,35,0,0,0,0,0,0,17365.0,19001.0,20269.0,18654.0,18914.0,20200.0,2618.0,2276.0,791.0,686.0,1600.0,0.0,0
14637,10000.0,2,3,3,52,2,0,0,2,0,0,9970.0,9625.0,9622.0,7773.0,5968.0,5380.0,2001.0,1801.0,0.0,700.0,1300.0,3200.0,1
14638,30000.0,1,3,2,41,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14639,170000.0,2,3,2,46,-1,-1,-1,-1,-1,-1,1986.0,1050.0,170.0,2785.0,3128.0,505.0,1050.0,170.0,2785.0,3128.0,505.0,190.0,0
14644,20000.0,2,3,1,36,0,0,2,0,0,0,21309.0,22693.0,20899.0,20014.0,19331.0,17176.0,3150.0,0.0,800.0,850.0,660.0,650.0,0
14655,10000.0,1,3,1,42,1,2,0,-1,0,0,6091.0,6837.0,7666.0,9270.0,7897.0,8763.0,1000.0,1000.0,9501.0,500.0,1000.0,1000.0,0
14668,160000.0,1,3,1,59,-2,-2,-2,-2,-2,-2,-220.0,390.0,170.0,-220.0,390.0,390.0,1000.0,170.0,0.0,1000.0,390.0,390.0,0
14669,80000.0,2,3,2,50,0,0,0,0,0,0,46914.0,47918.0,47620.0,48571.0,48525.0,43987.0,2210.0,1700.0,1614.0,1600.0,1600.0,1600.0,0
14670,280000.0,2,3,2,47,-1,-1,-1,-1,-1,-1,27572.0,38918.0,27000.0,27000.0,0.0,30460.0,39787.0,29000.0,27000.0,0.0,30460.0,5983.0,0
14695,30000.0,2,3,1,59,1,2,2,2,2,0,28084.0,29299.0,28741.0,30467.0,29858.0,28898.0,1950.0,200.0,2492.0,0.0,580.0,0.0,1
14703,80000.0,2,3,1,46,0,0,0,0,0,0,70324.0,66864.0,32990.0,30059.0,28786.0,29371.0,3000.0,2003.0,1500.0,1200.0,1200.0,1500.0,0
14714,50000.0,2,3,1,33,0,0,0,0,0,0,39847.0,37561.0,36725.0,35346.0,33810.0,32788.0,1719.0,1783.0,1200.0,1200.0,1500.0,1000.0,0
14716,90000.0,2,3,1,37,0,0,0,0,0,0,62460.0,63354.0,64528.0,65815.0,67350.0,68605.0,2500.0,2300.0,2281.0,2519.0,2451.0,2300.0,0
14722,80000.0,2,3,1,30,2,2,2,2,2,2,41687.0,42719.0,43018.0,44013.0,45058.0,46068.0,2000.0,1300.0,2000.0,1900.0,1900.0,0.0,1
14723,260000.0,1,3,1,49,-2,-2,-2,-1,-1,-2,8654.0,15260.0,6790.0,10070.0,585.0,435.0,15328.0,6914.0,10098.0,585.0,435.0,427.0,0
14725,30000.0,2,3,2,43,0,0,0,0,0,0,26828.0,25352.0,26553.0,26554.0,18869.0,12359.0,1588.0,1789.0,790.0,471.0,352.0,121.0,0
14730,70000.0,2,3,2,22,0,0,0,0,0,0,52899.0,45758.0,37858.0,29660.0,29519.0,29457.0,1726.0,3028.0,1026.0,1195.0,1060.0,1031.0,0
14741,50000.0,1,3,2,31,-1,-1,-1,-2,-2,-2,44461.0,8635.0,-2550.0,-3300.0,-3300.0,-3300.0,1000.0,0.0,0.0,0.0,0.0,0.0,1
14753,20000.0,1,3,1,44,-1,-1,-1,-1,0,0,2522.0,169.0,1261.0,1170.0,780.0,390.0,169.0,1261.0,1170.0,0.0,0.0,0.0,0
14757,30000.0,2,3,1,24,2,0,0,0,0,0,27896.0,29938.0,30061.0,29621.0,27956.0,29484.0,2506.0,1748.0,1003.0,1022.0,2000.0,1000.0,0
14760,20000.0,2,3,1,42,2,0,0,0,2,2,20205.0,16882.0,18094.0,19592.0,19930.0,20353.0,1500.0,1500.0,1800.0,800.0,900.0,36.0,1
14772,30000.0,1,3,1,44,0,0,0,0,0,0,10056.0,11387.0,12192.0,12986.0,13775.0,14393.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,0
14777,90000.0,2,3,2,25,0,0,0,0,0,0,16977.0,19612.0,5613.0,5613.0,10113.0,10113.0,3000.0,3000.0,0.0,4500.0,0.0,3440.0,0
14790,20000.0,1,3,1,44,0,0,0,0,0,0,5855.0,6874.0,8037.0,8253.0,8427.0,9468.0,1122.0,1285.0,500.0,307.0,1182.0,0.0,0
14791,10000.0,2,3,1,51,2,2,-2,-2,-2,-1,103.0,-677.0,-677.0,-1067.0,-747.0,71.0,0.0,0.0,0.0,1100.0,818.0,1418.0,1
14792,500000.0,2,3,1,45,-2,-2,-2,-2,-2,-2,338.0,338.0,98.0,522.0,285.0,950.0,338.0,98.0,522.0,285.0,950.0,285.0,0
14796,50000.0,2,3,1,43,2,2,2,2,2,2,44865.0,46760.0,47390.0,44520.0,45310.0,44430.0,2923.0,1700.0,0.0,3500.0,0.0,2000.0,1
14800,110000.0,1,3,2,36,-1,-1,-1,-2,-2,-2,2509.0,1260.0,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,1
14815,200000.0,2,3,1,45,-1,-1,-1,-1,-1,-1,11025.0,6959.0,887.0,1462.0,15195.0,17933.0,6959.0,887.0,1462.0,15195.0,17933.0,887.0,0
14816,90000.0,2,3,2,33,0,0,0,0,0,-1,130765.0,98506.0,94475.0,39368.0,34884.0,424.0,4800.0,4000.0,1000.0,698.0,424.0,26979.0,0
14817,130000.0,1,3,2,28,-1,-1,-1,-1,-1,-1,3964.0,600.0,0.0,631.0,0.0,427.0,600.0,0.0,631.0,0.0,427.0,1747.0,0
14820,30000.0,1,3,2,34,2,2,2,0,0,0,24367.0,28682.0,27922.0,28632.0,29075.0,30891.0,4723.0,0.0,1173.0,1056.0,2300.0,0.0,1
14824,20000.0,1,3,2,26,2,0,0,0,0,0,14081.0,15835.0,16985.0,19985.0,9421.0,9764.0,2000.0,2000.0,3000.0,1000.0,500.0,1000.0,1
14833,30000.0,1,3,2,50,2,0,0,0,0,0,46868.0,42397.0,38569.0,33570.0,19895.0,30125.0,1800.0,2200.0,1400.0,2000.0,30000.0,997.0,1
14835,80000.0,2,3,2,38,0,0,0,0,0,0,77929.0,77711.0,74525.0,61360.0,49359.0,48253.0,3006.0,2747.0,2344.0,1756.0,1758.0,1717.0,0
14858,30000.0,2,3,2,40,-1,2,-1,0,-1,-1,780.0,390.0,650.0,260.0,370.0,-20.0,0.0,650.0,0.0,500.0,0.0,800.0,0
14859,30000.0,2,3,2,34,-1,-1,-1,-1,-1,-2,9318.0,10621.0,15685.0,5476.0,0.0,0.0,10621.0,15685.0,5827.0,0.0,0.0,0.0,0
14860,80000.0,2,3,1,34,2,3,2,2,2,0,78489.0,76697.0,74847.0,79620.0,78257.0,79953.0,0.0,0.0,6000.0,0.0,3200.0,3000.0,0
14862,70000.0,2,3,2,41,0,0,0,0,0,0,32581.0,32888.0,33481.0,33683.0,34227.0,34327.0,2000.0,1500.0,1138.0,1806.0,1383.0,1250.0,0
14868,130000.0,2,3,1,53,0,0,0,0,0,0,18614.0,20343.0,22386.0,24296.0,25436.0,27451.0,2343.0,2386.0,2296.0,1536.0,2451.0,2659.0,0
14877,190000.0,2,3,1,27,0,0,2,-1,-1,0,43903.0,53382.0,21811.0,2921.0,107441.0,108642.0,10882.0,0.0,2921.0,107441.0,4000.0,3700.0,0
14880,120000.0,1,3,1,32,1,2,2,2,2,2,110826.0,113572.0,114719.0,115736.0,117729.0,120601.0,6000.0,4500.0,4400.0,4000.0,5000.0,4700.0,0
14886,230000.0,2,3,1,37,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,2533.0,0.0,0.0,0.0,0.0,2533.0,0.0,500.0,0
14890,50000.0,2,3,1,39,0,0,0,0,-2,-2,43994.0,33508.0,37600.0,0.0,0.0,-5000.0,5000.0,5000.0,0.0,0.0,0.0,5000.0,0
14897,80000.0,2,3,1,29,1,2,0,0,0,0,80867.0,75615.0,77343.0,78883.0,79915.0,80296.0,0.0,3000.0,2744.0,3022.0,6000.0,2800.0,1
14903,220000.0,2,3,1,32,-1,0,0,0,0,0,8178.0,9509.0,9110.0,6401.0,7084.0,5625.0,9140.0,9046.0,6007.0,5030.0,5019.0,5018.0,0
14944,180000.0,1,3,1,43,-1,-1,-1,-1,-1,-1,3690.0,15618.0,4685.0,238.0,218.0,6690.0,15682.0,4699.0,238.0,218.0,6710.0,11949.0,0
14961,30000.0,1,3,2,42,0,0,2,0,0,-1,27742.0,31130.0,29105.0,58840.0,28840.0,1319.0,4600.0,0.0,1060.0,1091.0,1319.0,565.0,0
14967,10000.0,1,3,2,22,0,0,0,0,0,0,18289.0,9217.0,10203.0,9634.0,9857.0,9704.0,1317.0,1303.0,334.0,373.0,326.0,1359.0,0
